Author,Comment,PublishedAt
@reysaferlinisiahaan2671,bisa buat nangis lagu ini kalau inget kisah mreka dlu dan bgaimna sekarang hanya tuhan yg tau akhir kisah mereka semangat,2023-05-16T05:52:59Z
@herdy1406,mengenang pasangan tiara dan alshad semoga yang terbaik buat mereka tidak ada yang bisa menolak takdir termasuk klo mereka harus bersatu atau berpisah aamiin yra,2023-05-16T05:28:19Z
@mamika2931,kok bisa ya lagu ini bener2 berasa sountrack hubungan mereka apalagi cobaannya bener2 berat tapi tak semua pendosa akan menjadi pendosa mungkin pawangnya alshad memang titi akan membawa menjadi pribadi yg lebih baik siapa kita berhak menjudgesemangat tiri apapun ituyou go girl,2023-05-15T12:49:52Z
@RendyKurniawanOFFICIAL,this song is amazing,2023-05-15T10:43:29Z
@ahmadsaefudin2723,lagunya berhasil membuat aku mengingatkan pada seseorang yg sudah kembali ke tuhan,2023-05-15T03:26:18Z
@thiskarin,it turns out that waiting for certainty and promises of loyalty from someone is very difficult,2023-05-14T12:56:25Z
@rizkyfidiansyah2768,gas 46 jt moo dan bantu up lagu glorious ltz,2023-05-14T05:08:03Z
@syariatulhasanah3100,baru sadar udh 45 juta gass 50 juta moo,2023-05-13T23:40:21Z
@anksh19indahpadawaktunya44,penambahan view hari ini 83715 kemarin 84004 semangat slu yuuuk buletin 100 rb24 jam nya biar cepet 50 jt,2023-05-13T15:49:53Z
@fitriaazzahra5714,you z,2023-05-13T14:47:03Z
@krisfiyan2148,12523 45 juta views,2023-05-13T03:45:01Z
@jempol-kaki,aku setia tapi aku gak bisa janji,2023-05-13T03:41:19Z
@monyethutan2448,harus ada kesempatan tak ada kita yg sempurna,2023-05-12T12:22:03Z
@vearlyanaayu2917,45m,2023-05-12T11:07:31Z
@user-hr3bc8hd1f,congrats 45m views janset,2023-05-12T09:48:22Z
@emaknyadlyrics3110,3k otw 45jt views,2023-05-12T09:13:57Z
@jonesmanik4513,menuju 45m,2023-05-12T08:36:53Z
@RedVelvett921,heran ka alshad kok tega ya,2023-05-12T06:39:40Z
@anksh19indahpadawaktunya44,hujan turun mewakili hati terpa angin gambarkan resahku namun kini pelangi datang menyinari kita,2023-05-11T13:41:15Z
@silaenpartogi4409,zn,2023-05-11T08:11:01Z
@silaenpartogi4409,2023 2025 meninggal kan ditinggalkan,2023-05-11T08:10:17Z
@silaenpartogi4409,semoga happy ending setelah penantian panjang,2023-05-11T08:08:21Z
@emaknyadlyrics3110,selamat atas 222m subscribers channel tiara andini,2023-05-11T04:56:47Z
@riskanurhadiyanti9901,lirikdengarkanvideo kini aku mengerti semua ini terjadi tak dipungkiri hanya kamu yang kumiliki bumi di kala sunyi kamu takkan sendiri aku di sini menantimu kembali andai saja ku bisa genggam tanganmu takkan ada kata rindu di dalam hatiku tahukah dirimu betapa diriku merindukan hadirmu ada di sini percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati andai saja ku bisa genggam tanganmu takkan ada kata rindu di dalam hatiku ohoh tahukah dirimu betapa diriku merindukan hadirmu ada di sini percayalah kasih jarak dan waktu tak mampu menghapus janganlah kauhapus janji setia menjaga hati hujan turun mewakili hati terpa angin gambarkan resahku hooh namun kini pelangi dan kini pelangi datang menyinari kita hooh merindukan hadirmu ada di sini percayalah kasih jarak dan waktu tak mampu menghapus janji setia menjaga hati merindukan hadirmu ada di sini percayalah oh kasihku jarak dan waktu tak mampu menghapus janji setia menjaga hati,2023-05-11T03:10:08Z
@novrasroom2749,lagi terrepeat sama mv ini feelnya dpt bgt,2023-05-10T14:39:40Z
@satriawijaya1350,tiara alshad,2023-05-10T14:03:26Z
@user-dj3lm7ue1z,kejadian beneran,2023-05-10T09:46:58Z
@yrsachou,wenak tenan lagune cok ar,2023-05-10T08:05:24Z
@muhammadwildan1759,tiara alshad kangen kaliann,2023-05-10T02:13:41Z
@krisantusefaristusekan9340,kerenn,2023-05-10T01:27:00Z
@khairiahwulandari4669,waktu hanyalah waktu ku berharap kita dipertemukan di titik yang terbaik ya mas,2023-05-09T09:07:20Z
@HamidahDestianingrum-jp1eh,pas bgt lgi ldr dgr lagu ini,2023-05-09T07:28:34Z
@rizkyfidiansyah2768,45 jt moo,2023-05-09T00:35:15Z
@BrayenIrawan-fp2zc,jadi keingat background ini sponsor kapal api dari tiara sama rizki,2023-05-08T23:08:21Z
@CrazyGamer-yk7dx,jadi ingat pak jokowi,2023-05-08T13:53:55Z
@serlyruntuwarow8119,masih bersama kah atau telah usai,2023-05-08T03:21:58Z
@molliispa7112,the real sound of heart,2023-05-07T23:24:26Z
@federicopeter2531,sekedar janji setia,2023-05-07T17:52:45Z
@xxadeva_,punten,2023-05-07T08:55:08Z
@samantha_388,baca2 komen di mv sebelahakhirnya tiara nggak dikintilin duda sange nepal koq bisa di gelarin duda sange nepal tapi alhamdulillah berkat mama papa tiarasi duda gk ada lagi didekat tiara,2023-05-07T06:58:11Z
@iniaku2125,random bgt malem malem waktu lagi pumping ngegalauin kalian gimana kabar kalian,2023-05-06T20:29:57Z
@aldreydiriyah6654,300,2023-05-04T04:32:26Z
@ichlasulamal4561,304,2023-05-04T01:43:38Z
@anikamilikidiriku1475,penambahan view hariannya hari ini 80476 kemarin 70600 alhamdulillah naik 10 rban moo,2023-05-03T18:59:18Z
@herlyantop_4081,sekalian padahal selen di ajak shoting,2023-05-03T15:34:25Z
@fenyrahmaaw4170,kangen bgt smpe tiaphari nnton mv ini huaaaa,2023-05-02T08:23:47Z
@seraphicq,putus belum si merekaa,2023-05-02T06:37:49Z
@riskifauziahafni6367,gak tau kenapa sukaaaa kali dengar lagu ini,2023-05-02T01:50:43Z
@user-yd6sd1pw5v,tau kah dirimu betapa diriku merindukan hadirmu ad disini percayalah kasi jarak dan waktu tak mampu menghapus janji setia menjaga hati,2023-05-01T17:27:49Z
@GilangRamadhan-kx4eh,prettt ahh alsad wkwkw,2023-05-01T16:17:13Z
@noname21.,my fav song congrats tiara,2023-05-01T15:50:36Z
@nardysoenardi7923,selamat hari raya idul fitri 1 syawal 1444 h minalaidzin wal faidzin mohon maaf lahir dan batin,2023-05-01T12:46:58Z
@rifaldiahdanikanio6634,ini rasanya gaada kamu,2023-05-01T11:48:27Z
@hilminew3709,bener gk sih jungkook bts cover lagu ini,2023-05-01T08:27:25Z
@emaknyadlyrics3110,cung yang ke sini gegara jung kook,2023-05-01T07:47:11Z
@rizkyfidiansyah2768,gas 45 jt moo,2023-05-01T00:01:42Z
@LoveMusic-ft2nr,i leave my promise to you here,2023-04-30T16:59:40Z
@blanong6935,kangennnnnnn,2023-04-30T14:08:52Z
@putriierlan3165,asyiikk janji setia dinyanyiin jungkook,2023-04-30T06:02:29Z
@rizalansori2861,lagu ini nuasa musik nya korea melow,2023-04-30T01:35:09Z
@sarashendarsih700,tiara 137 lagunya bagus banget,2023-04-29T23:31:02Z
@hidayathikar8970,janset,2023-04-29T16:28:03Z
@aldrinbeneran,janji setia joongkook version,2023-04-29T13:16:44Z
@dewiuciha8651,semoga tiara udah putus ya sama ini laki sumpah eman wong ayu berprestasi dpt laki beginian ikan di laut masih banyaakkk tiiii,2023-04-29T08:13:56Z
@aisyahrantau1853,nonton ini karna kngen alshad n titi semoga mereka bersama selama nya aamiin,2023-04-29T07:12:05Z
@pasukanceria,44 juta views,2023-04-29T06:51:56Z
@galanghandika1996,people come and go setiap orang ada masanya setiap masa ada orang nya,2023-04-29T06:30:44Z
@chandranurkomala3607,gak terasa kemarin tepat 1th rilisnya mv janset,2023-04-29T03:51:57Z
@rayhanzakaria7406,jungkook cover juga kak tiaraaa,2023-04-28T14:49:32Z
@anksh19indahpadawaktunya44,43962277 x ditonton 1921 wib 28042023 567 rb like 89 rb komen 22 jt subscriber,2023-04-28T12:23:45Z
@clarabell.01,janji yang kandas,2023-04-28T08:18:22Z
@Okka340,pasangan yang serasi,2023-04-28T06:28:29Z
@fizahsaleh9630,2842023 hadirrrr,2023-04-28T02:20:27Z
@rayhanzakaria7406,lagunya dicover kak ariana grande ga tuhh,2023-04-28T02:08:28Z
@treetosand8326,nada nya tiara paling enak kalo didengar pake volume rendah,2023-04-28T01:09:40Z
@tututagustinawati824,hay mei aku rindu tisad lebaran kemarin ada mereka lebaran kali ini tak ada,2023-04-28T00:50:11Z
@wahyunurnidiastuti9510,jdi kangen mereka berdua,2023-04-27T22:54:07Z
@anksh19indahpadawaktunya44,happy anniversary janset 28042022 to 28042023 gak berasa udah satu tahun pas ini lagu,2023-04-27T17:39:47Z
@anksh19indahpadawaktunya44,43895133 x ditonton 2007 wib 27042023 566 rb like 89 rb komen 22 jt streaming ini besuk malem pas anniversary ini lagu gas moo 44 jt kurang 105 rb kayaknya blm bisa moo krn penambahan view nya skg di bawah 100 rb jauh tepat nya 62973 semalem,2023-04-27T13:13:29Z
@riaadha2953,aku di 2014 yg lalu pejuang ldr tp kandas dikhiatin alhamdulillah skg sdh ketmu dg jodoh yg skg jd suamiku sdh dikaruniai putri yg cantik dan lucu terimakasih sdh melengkapi hdupku suamiku,2023-04-27T09:50:29Z
@muhamadfarrelmahardika,inget bgt tahun lalu 2022 april puter lagu ini saat2 mau sbm selalu belajar denger lagu ini sampai skrg ga lolos sbm jadi keinget trauma nya denger lagu ini,2023-04-26T09:34:44Z
@martanoviantymagdalena5538,lagunya pas banget sama kejadian mereka saat ini janji setia menjaga hati dan pas banget video klipnya mereka berdua yg terbaik pada hubungan mereka lah ya,2023-04-26T04:27:20Z
@Ku6u7s1Ks4,yuk bisa yuk 44m sebelum 1 tahun,2023-04-26T04:19:20Z
@ellinellin5475,di bln fitri in smga titi diberikan keshtan kesabaran dan keberkahan bgt bnyak cobaan yg dihdpi krn allah syg sama titi smg hujatan yg ditujukan ke titi mnjadi ladang pahala tuk titi aamiin aamiin aamiin allahumma aamiin,2023-04-26T01:49:19Z
@anksh19indahpadawaktunya44,43776389 x ditonton 0558 wib 26042023 566 rb like 89 rb komen 22 jt streaming,2023-04-25T23:00:05Z
@kobamega-od1th,kenapa ya cewe cantik cowo nya selalu jelek dan buruk rupa,2023-04-25T13:29:10Z
@nurulimamah4776,padahal kurasa kita bisa bisa bersama sampai kapanpun,2023-04-25T13:03:21Z
@nurfazriah6364,kangen bangett sama kalian berdua,2023-04-25T08:57:58Z
@rizkyfidiansyah2768,44jt moo,2023-04-25T06:16:57Z
@slametwahyuarifin1969,sehat selalu kk tiara,2023-04-25T00:49:18Z
@Kenangan-cm1ve,,2023-04-24T16:19:43Z
@Yacen.81_84,happy streaming dan semangat vots,2023-04-24T08:53:03Z
@KYL-tw2kn,sekarang kalau dengerin janji setia bawaanya pengen nangiss,2023-04-24T03:45:00Z
@anksh19indahpadawaktunya44,janji setia menjaga hatihatiku hatimu hati kita satu dlm fayakun nya,2023-04-23T16:21:38Z
@anksh19indahpadawaktunya44,43662355 x ditonton 2318 wib 23042023 566 rb like 89 rb komen 222 jt subscriber 5 hari lgi anniversary nya janji setia 28932023,2023-04-23T16:20:46Z
@Addictoff,lagu janji setia dinodai model mv nya sendiri,2023-04-23T06:47:54Z
@ellinellin5475,doa trrbaik sllu tuk titi sehat dan teruslah berkarya begitu bnyk ujian di bulan yg penuh berkah in in sha allah titi bisa melewatiny aamiin allahumma aamiin,2023-04-23T01:37:24Z
@federicopeter2531,22jt subscribe tiara andini,2023-04-22T15:51:24Z
@blank8308,maaf ya seharusnya aku bisa percaya tapi entah kenapa pikiran aku mikir yang enggaengga sekali lagi maaf kepercayaan itu mahal kalau aku bisa jadi yang memilikinya harusnya aku bersyukur maaf aku ga berani bilang langsung pengecut emang kalau kamu memang untuk aku gimanapun caranya kita bakal tetap dipertemukan aku minta maaf atas sikapku selama ini yang mungkinn yaaa ure not comfy wthat maaf ga ada kata lain selain maaf ini semua salah aku,2023-04-22T10:12:38Z
@kistoato5261,jangan menyesal mengenal siapapun dalam hidupmu orang yang baik akan memberimu kebahagiaan orang kurang baikpun dalam hidup kita akan memberikan pengalaman seburuk buruk manusia disisimubisa memberimu pelajaran,2023-04-22T04:16:57Z
@alsyamikacintaqu6718,kini aku mengerti smua ini terjadi tak di pungkiri hanya kamu yang aku milikiluv u bii sh nya aku,2023-04-21T18:10:31Z
@alsyamikacintaqu6718,43587111 x ditonton 0030 wib 22042023 566 rb like 89 rb komen 219 jt subscriber,2023-04-21T17:33:40Z
@moonzalin,tiara selera dressnya cakepcakep,2023-04-21T07:26:16Z
@bocilkematian381,ini lagu cinta paling sweat bgt,2023-04-21T01:47:46Z
@userdianhanafi,tiara lebih cocok sama al ghazali keluarga nya jelas dri keluarga musisi ga ada ipar cewek dan postur tubuhnya juga pas mereka sama2 ba samsung semoga lebih sering ketemu satu projek,2023-04-20T06:02:35Z
@keluargatiktok874,padahal titi dan alsyad pasangan serasi bikin org gemess liatnya tp kenapa harus ada berita kayak gini aq bener2 gak nyangka tp mungkin ini pelajaran mereka supaya menjadi orang lebih baik kedepannya apapun keputusan mereka nantinya semoga yang terbaik sukses terus buat titi dan semangat alsyad,2023-04-20T05:43:02Z
@alsarroz3502,jgn lupa tiara andini si sctv music awards gaystrutama sms dan vidio,2023-04-20T05:22:20Z
@siskatika2791,,2023-04-20T04:39:36Z
@sofabiru6852,,2023-04-20T04:19:14Z
@yenipustipasari7782,ga bosan sampai dengerin ini setiap harilagunya buat baper bangettt,2023-04-19T12:28:26Z
@juansouta,aku kangen kamu zhel tp kamu udh sama yg lain,2023-04-19T05:33:20Z
@giminraharjo3582,pokonya cinta sejati tidak akan pernah pudar alshad n tiara,2023-04-19T01:15:10Z
@arifrustanto4050,nice try,2023-04-18T09:08:40Z
@ulfamayamulyasari,tiara android,2023-04-17T23:39:35Z
@alsyambimikaabadi,kini aku mengerti smua ini terjadi tak di pungkiri hanya kamu yang aku miliki,2023-04-17T23:05:18Z
@iqbalPUNYAsafira,aku hadir disini teringat lagu ini meski mereka tak sejalan lagi,2023-04-17T13:53:10Z
@stefanusanthony2525,kamu sudah berkembang tiara ikut tulis lagu sendiri tulis lagu bikin kamu lebih semangat dalam nyanyi lagu itu karena dari dalam hati hebat kamu,2023-04-17T13:42:25Z
@diarasugiarti8257,balik lagi kesini karena gamon sm shadti alshad tiara,2023-04-17T12:58:47Z
@Yacen.81_84,keep streaming dan semangat votenyah,2023-04-17T12:21:07Z
@lindasseptiani,masi penasaran titi sama a lanjut apa ngga sbnnrya,2023-04-17T02:43:19Z
@SilmaTorajaal-hx8gy,aku suka lagu ini,2023-04-16T07:31:26Z
@bangtogar30,si a setia di video klip doang wkwkw,2023-04-16T06:14:44Z
@lynamiau4180,janjinya sirna,2023-04-15T12:48:11Z
@candlelight00,pair jantungku selalu saja seperti ini seketika terlintas untaian kata yang sepat kau kirimkan lewat pesan beberapa hari yang lalu aku pernah di patahkan oleh harapanharapan tapi tak seindah saat berharap kepadamu anehnya aku juga baru menyadari hal itu sosok mu abadi dalam ceritaku menyisihkan buihbuih kenangan yang melekat indah itu sebabnya aku masih belum bisa menerima orang baru bahkan di sepanjang untaian doa yang selalu ku sisihkan untuk menyebut namamu tak usah di tafsirkan bilamana takdir tak mempersatukan kita bila rasa yang hampir sempurna ini tak dapat di lengkapi lagi haruskah aku mencari rasa yang baru atau haruskan aku tetap sendiri,2023-04-15T10:39:35Z
@rizkyfidiansyah2768,gas 44 jt moo,2023-04-15T06:23:28Z
@nianatalia1586,aq dlu pernah janji setia ttp manusia kata2 nya gbs dipegang,2023-04-15T01:39:21Z
@kauadlakuanksh8528,43124055 x ditonton 0203 wib 15042023 565 rb like 89 rb komen 219 jt subscriber,2023-04-14T19:04:46Z
@federicopeter2531,jangan lupa streaming di lagu menyesal guys,2023-04-14T17:26:11Z
@icapapis,tahukahhh,2023-04-14T15:08:33Z
@ss21380,tiara suaranya enak banget khas banget,2023-04-14T13:01:16Z
@jeonjeongguk5478,udah lama ga ikut streaming di yt tau tau udah mau 50jt aja ini mv,2023-04-14T04:15:45Z
@dickyalamsyah8085,sahur moo,2023-04-13T20:00:24Z
@Wahyuthv,trending lagi,2023-04-13T15:32:56Z
@syariatulhasanah3100,gass sampe 50 jt,2023-04-13T14:47:16Z
@syariatulhasanah3100,43,2023-04-13T14:46:59Z
@krisfiyan2148,13423 43 juta views,2023-04-13T12:59:40Z
@ronitaronita4033,alhamdulillah 43 juta views,2023-04-13T10:48:47Z
@kauadlakuanksh8528,15 rb menuju 43 jt view,2023-04-13T00:51:56Z
@candragans7223,bahagia itu mudah yg susah meninggalkanmu disaat aku senang tapi aku melihat dirimu bersama laki lain,2023-04-12T18:44:36Z
@federicopeter2531,road to 43m,2023-04-12T17:40:57Z
@federicopeter2531,kalo ada janji setia apakah nanti ada janji yg tak kunjung datang,2023-04-12T17:37:29Z
@putrifebriyanti5019,alshad sama tiara itu emang cocok banget berharap mereka bsa vlog bareng lagi dan tetap bersama bahagia,2023-04-12T10:48:27Z
@yaniiforester9106,suara tiara setipe raisa berat2 lembut gtu,2023-04-12T06:27:20Z
@dikdiknikos5869,sekilas suara nya mirip raisa yang ga tau tiara pasti menyangka suara raisa,2023-04-12T03:14:59Z
@irenehanan685,layar lebar pelabuhan tanjung perak seolah ingin mengatakan sesuatu lewat lagu ini linang air mata pun ikut berlayar menuju trisakti ketahuilah untukmu wahai wanita yang menyandang tahta ibu dari anakku tanpa tegas dan marahnya suamimu sebenarnya ia hanyalah pelaut cengeng yang tersungkur lemas di bantal lusuhnya saat terserang rindu dari suamimu yang selalu menaruh handuk basah di kasur 12 april 2023 sungai barito,2023-04-11T21:00:10Z
@ahmadfasihudinsifaulqulub8781,realita sabar ya andin,2023-04-11T05:11:31Z
@mohamadmustaqimmaulamoha-qi2et,ngak sia2 aku minat ke kamu semoga teros suksesstiara andinisalam dari malaysia,2023-04-10T23:58:37Z
@aninur2026,sekarang aku lagi muter lagu ini sambil berderai derai terkadang kita marah dg nyata yg lain dg asa why oh iya kita hanya pemain saja dan ada sutradara di belakangnya kita tak berdaya padahal merasa indah bahagia di depan mata tapi di saat sprti itu akhirnya kita benar benar butuh kehadirannya genggamannya untuk mencari kekuatan atas kekuasaan takdirnya yg pasti lebih baik dan benar meski menurut kita terlalu menyakitkanuntuk menjadi kuat batin kita harus hancur dl utk kembali tegar menatap kedepan meski sesekali terseok bumi di kala sunyi kamu takkan sendiriada dia yg kasihnya benar sejati,2023-04-10T22:00:02Z
@anikaangela1927,musik vidio 100,2023-04-10T19:26:10Z
@rmdfkproductions2024,lololo gak bahaya ta,2023-04-10T18:26:00Z
@anikaangela1927,42822447 x ditonton 2143 wib 10042023 564 rb like 89 rb komen 218 jt subscriber,2023-04-10T14:45:05Z
@ayusumaryati771,denger lgi ini dri temn k3rja suka dengerny,2023-04-10T13:01:06Z
@dim2858,kalau lagu ini bukti janji setia lantas mengapa ditinggal mencari orang kedua hmm rasanya sakit ngerasain juga lagi,2023-04-10T04:55:07Z
@dikamhardikasari5481,dilah kundi,2023-04-10T01:30:44Z
@firstlove6156,titi semangat terus berkaryanya,2023-04-09T22:51:03Z
@anikaangela1927,penambahan view kemarin 8 april 74646 dua hari yg lalu 7 april 79275 utk yg hari ini 9 april ntar ya moo aku update nya jam 0000 wib,2023-04-09T13:58:54Z
@syariatulhasanah3100,gass 43 juta moo,2023-04-09T13:23:04Z
@MisiaahPutri-bi3cq,lagu galau yang ga alay,2023-04-09T12:19:05Z
@FNCT02,sama duda,2023-04-08T17:46:54Z
@kingdomofasgard5513,old school,2023-04-08T16:09:01Z
@yuvennahes7716,mampir karena disruh istri,2023-04-08T13:37:31Z
@ellinellin5475,doa terbaik sellu untuk titi semoga setiap langkah titi sellu membawa keberkahan dan dilindungi allah aamiin aamiin allahumma aamiin ditunggu ya karyanya,2023-04-08T06:36:38Z
@veolastewart449,baru kali ini aku ngefanss ama smua lagu nya tiara krna aku lebih suka lagu lagu jaman dlu,2023-04-07T22:59:35Z
@melinarhma3991,prett,2023-04-07T17:35:22Z
@sitiyani737,zin,2023-04-07T15:28:29Z
@sitiyani737,disini gak tu prank,2023-04-07T15:28:16Z
@ninenherawati2450,mau gimana dgn lagu ini sedih dengernya dasar laki2 ngga tau diri kalaka menghamili bekas pacarnya kemana ya otaknya makaning msh pacaran sm tiara dasar lalaki bejat,2023-04-07T14:55:00Z
@popmusikfavorit,nyetir mobil malem hari solo denger lagu tiara emang perfect sih,2023-04-07T13:15:13Z
@dapursyla5714,,2023-04-07T10:40:10Z
@emaknyadlyrics3110,meninggalkan jejak di hari jumat barokah 7 april 2023,2023-04-07T08:59:57Z
@gesharvaelanorr5704,baguuusss bangeeettt,2023-04-07T06:45:39Z
@porossore,videonya keren bngt tiara cantik model cwoknya juga ganteng sukses selalu,2023-04-07T02:49:26Z
@anikaangela1927,42524690 x ditonton 2305 wib 06042023 563 rb like 98 rb komen 218 jt subscriber,2023-04-06T16:08:44Z
@Meysinaja214,alhamdulillah mantap mootiara gassss 43jt,2023-04-06T15:08:20Z
@ninenherawati2450,kata si alshad kutipu kau tiara blm tau gue kt alshad gue kan playboy tengik kasihan tiara,2023-04-06T13:36:48Z
@PLATNUMZ1,rungkad,2023-04-06T07:25:04Z
@supadmi4044,,2023-04-06T01:36:20Z
@yusrianadewi2001,karena kangen tishad jadi aku nntonin ini berulang ulang cepat membaik kalian,2023-04-05T23:54:05Z
@RaChany07,cowo yang di mv ni alshad kalo aku jadi tiara pasti bakal selalu sedihsakit hati ngeliat mv ni,2023-04-05T17:15:59Z
@Cassey10,kangen sama couple ini pls,2023-04-05T16:32:07Z
@user-ee7fq1mr6h,sedih banget skrg jadi setia atau engga tergantung hati,2023-04-05T07:32:22Z
@gemezgirl,kangen,2023-04-05T02:31:28Z
@trieyulianto7618,merindukan mu ada disini,2023-04-04T20:29:24Z
@federicopeter2531,keep streaming terus guyss,2023-04-04T17:22:41Z
@Sukaalaguu,sukses selalu titi salam dari banyuwangi semangat titi,2023-04-04T15:19:53Z
@adzlynadzki4326,ganda nang boses mo,2023-04-04T07:28:48Z
@widurisetyadewi3585,semua lagu yang di nyanyiin tiara seperti ungkapan hatinya dan keadaanya saat ini berasa merasakan perasaan tiara sukses trs tiara,2023-04-04T05:54:52Z
@user-ch7kq1vb2o,terakhir kakak tiara andini,2023-04-04T01:50:21Z
@user-ch7kq1vb2o,kak tiara aku fans banget sama kaka aku punya fansnya ada 3 1 mahalini 2 iyodra 3 tiara andini aku nyampe pengen punya gitar sampe pake guling gitarnya,2023-04-04T01:49:39Z
@sunariyati4638,ml titi udah 7 m,2023-04-04T01:43:20Z
@utiyayumna877,merindukanmu ada disini,2023-04-03T23:04:07Z
@UmbiAnksh,penambahan view hari ini 92720 moo yuuuk buletin 100 rb,2023-04-03T19:45:47Z
@UmbiAnksh,42263376 x ditonton 0240 wib 04042023 562 rb like 89 rb komen 217 jt subscriber,2023-04-03T19:42:39Z
@fitriafitria3227,janji setia semoga titi dan alsyad blangeng,2023-04-03T17:16:17Z
@ariqfadhilla3634,good luck tiaratetangga aku tetap berkreasi dan berkarya ya fans dan teman sahabat selalu bersama tiara d,2023-04-03T02:56:24Z
@masserdadutepikota777,sekilas ky cangkok suara raiso jirrr,2023-04-02T23:02:02Z
@noviaanggraini4035,di puter ulang terus gak bosen liat mereka berdua,2023-04-02T17:15:03Z
@UmbiAnksh,42152492 x ditonton 2209 wib 02042023 562 rb like 89 rb komen 217 jt subscriber,2023-04-02T15:09:22Z
@indrakurniawati5562,janjin setia janji mendua alshad menodai lagu ini bisa di remake aja ngga,2023-04-02T14:23:19Z
@srigayatri2253,sukses terus ti,2023-04-02T12:39:30Z
@UmbiAnksh,udah aja nich vidio musik populer teratas nya,2023-04-02T12:16:51Z
@Meysinaja214,alhamdulillah mantap moootiara,2023-04-02T09:03:05Z
@jonesmanik4513,urutan ke 37 mantap mootiara,2023-04-02T05:50:50Z
@ginanarullita2596,kitaa gatau diluar berita smwa yg ada itu benar adanya atau enggayang pastii buat titi dan alsad bisa melewati smwa masalah yang adaa,2023-04-02T04:13:28Z
@krisfiyan2148,video musik terpopuler no 37,2023-04-02T00:46:29Z
@talithaviradhanysalsabila2923,semangat tiara keep strong ya 3,2023-04-01T22:37:20Z
@hnoghey-th1ki,semangatttt titii,2023-04-01T17:15:26Z
@hnoghey-th1ki,love titi,2023-04-01T17:13:48Z
@ekasujanah5350,bisa gak sih video klip ini diganti orangnya jangan pake alshad lagi jadi ilfil bgt pliss ya ti jangan deket deket alshad lagi bahaya,2023-04-01T14:07:37Z
@indriokta9198,semangat ia tii km muda dan indah,2023-04-01T14:04:27Z
@krisfiyan2148,1423 42 juta views,2023-04-01T13:41:36Z
@ahmadachiruddin4556,gak tau setiap denger lagu ini seperti ada magnetnya,2023-04-01T12:35:54Z
@fa_fa9972,alhamdulillah 42jt keep streaming moo mootiara spread love not hate keep solid moo,2023-04-01T11:54:33Z
@aryaniepurnama1098,titiii cantik semangat terus apapun yg trjadi apapun itu keputusn nya mootiara akan mendukung kamu terus semangat berkarya,2023-04-01T07:42:02Z
@moehamadagung9929,game over,2023-04-01T06:01:16Z
@djenarofficial2516,dah gak usah sm alshad ahmadmasih bnyak yg mau sm kamu tiarauntuk apa laki laki yg gak brtanggung jwb,2023-04-01T05:53:25Z
@jonesmanik4513,42m,2023-04-01T04:28:29Z
@weaxy659,loh alah sama alshad ternyata,2023-04-01T01:45:44Z
@herawatibudyrahayu6223,semangat ti keep strong dia bakalan ngapus video klip ga ya,2023-04-01T00:52:47Z
@aneliadp,love songthx tiara,2023-04-01T00:33:31Z
@riofebriamsyah692,mora inaldy 31 march 2023 9smp,2023-03-31T12:56:06Z
@amelputri2159,allah menutupi aib kita dengan setutup2nya buat apa alshad bongkar buat titi semangat terus jangan karna issu alshad sekarang kalian bubar udah cocok bangettt,2023-03-31T07:51:47Z
@bubuhu8493,geha trend rame amat di toktik cuuuuy,2023-03-31T07:13:37Z
@jonesmanik4513,view nya gila bgt bentr lgi tembus 42m,2023-03-31T04:44:58Z
@raselanovira7523,ku kira lagu ternyata kisahku semangat ti,2023-03-31T03:28:46Z
@YunYun6687,love songcocweetbuat w bgt n calon suamiku,2023-03-31T01:31:21Z
@dspiderman1626,gas 42 jt,2023-03-30T23:43:59Z
@banggoman7371,akan kujaga hatiku sampai kau kembali,2023-03-30T11:30:27Z
@nisyasyaa6185,,2023-03-30T09:53:01Z
@okeaja247,plot twist ternyata gak setia,2023-03-30T09:36:03Z
@phishnet-shop,cantik banget tiara disini,2023-03-30T08:56:06Z
@muhammadhasantamimi,sekarang tiara kena karma nya karena ninggali mantan demi alsad,2023-03-30T06:43:43Z
@ekaoktriviani6038,,2023-03-30T06:38:32Z
@ghazamv1207,njirrr mobilnya toyota corolla dx,2023-03-30T05:26:14Z
@PutriWijaya-sv1ht,gimana ya kelanjutan kisah alshad dan tiara,2023-03-30T04:46:24Z
@ahmadap618,tiap hari diputer gabosen2 sukaaaa dngn kedua pasangan inii huhuuu,2023-03-30T03:47:38Z
@emaknyadlyrics3110,meninggalkan jejak di hari kamis 30 maret 2023,2023-03-30T03:15:03Z
@UsyUsilawati-ed2jp,gue kalo liat senyum tiara jadi inget yoon eun hye,2023-03-29T22:46:03Z
@nunidarma9124,colabs terbaru menyesal jd trending related bget dgn issue saat ini semangat ya titi,2023-03-29T22:32:03Z
@alvinohisyam8074,tuhan dia adalah masa laluku kenapa sampai saat ini aku masih mencaricari tentang dirinya pdhl aku sudah berkeluarga tpi aku masih merindukan dirinya ya alloh,2023-03-29T15:35:12Z
@rahmaaini2320,ya allahlagu ini yg menguatkan aku dan pak su saat ldr 7 tahun dan selama itu kita mencoba bersabar dan berusaha saling melengkapi walau jauh dan beda negara alhamdulillah 2 tahun sdh pernikahan kami dan dikaruniai ank yg cantik semangat pejuang ldr,2023-03-29T14:52:11Z
